doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";charlesuniversity;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";charlesuniversity;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";charlesuniversity;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";charlesuniversity;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";generaluniversity hospital in prague;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match?
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";generaluniversity hospital in prague;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match?
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";generaluniversity hospital in prague;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match?
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";generaluniversity hospital in prague;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match?
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";generaluniversity hospital in prague;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match?
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;Institute of Pathology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;instituteof pathology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;Institute of Pathology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;instituteof pathology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;Institute of Pathology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;instituteof pathology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;Institute of Pathology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;instituteof pathology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.6174092;Biology Centre;https://ror.org/05pq4yn02;Institute of Entomology, Biology Centre of the Czech Academy of Sciences and Faculty of Science, University of South Bohemia;biologycentre;instituteof entomology, biology centre of the czech academy of sciences and faculty of science, university of south bohemia;;match?
10.5281/zenodo.6174092;University of South Bohemia in České Budějovice;https://ror.org/033n3pw66;Institute of Entomology, Biology Centre of the Czech Academy of Sciences and Faculty of Science, University of South Bohemia;universityof south bohemia in ceske budejovice;instituteof entomology, biology centre of the czech academy of sciences and faculty of science, university of south bohemia;;match
10.5281/zenodo.6417386;Masaryk University;https://ror.org/02j46qs45;Department of Botany and Zoology, Faculty of Science, Masaryk University, Kotlářská 2, CZ-611 37 Brno, Czech Republic, Department of Plant Biology, Faculty of AgriSciences, Mendel University in Brno, Zemědělská 1, CZ-613 00 Brno, Czech Republic;masarykuniversity;departmentof botany and zoology, faculty of science, masaryk university, kotlarska 2, cz-611 37 brno, czech republic, department of plant biology, faculty of agrisciences, mendel university in brno, zemedelska 1, cz-613 00 brno, czech republic;;match?
10.5281/zenodo.6417386;Mendel University Brno;https://ror.org/058aeep47;Department of Botany and Zoology, Faculty of Science, Masaryk University, Kotlářská 2, CZ-611 37 Brno, Czech Republic, Department of Plant Biology, Faculty of AgriSciences, Mendel University in Brno, Zemědělská 1, CZ-613 00 Brno, Czech Republic;mendeluniversity brno;departmentof botany and zoology, faculty of science, masaryk university, kotlarska 2, cz-611 37 brno, czech republic, department of plant biology, faculty of agrisciences, mendel university in brno, zemedelska 1, cz-613 00 brno, czech republic;;match
